0,653.4979683556842
1,647.1339678732083
2,650.9520884324016
3,658.4408847247119
4,643.8250960681887
5,629.9615901471335
6,613.746071298735
7,600.0724464684591
8,589.1573555929155
9,589.8422604551886
10,600.513600851955
11,600.3505990848864
12,586.5181736291602
13,572.9166401091638
14,566.0634215893643
15,567.5047144878272
16,544.9992559864052
17,531.176193099398
18,528.1727895846763
19,532.9364018638776
20,530.0866495041433
21,524.3796348587831
22,518.6016236159295
23,534.0339780065739
24,553.0440302914642
25,560.1978012879193
26,555.7164924717364
27,570.3062244063665
28,579.5984326353373
29,571.9003986991868
30,583.1916411127803
31,594.760882021205
32,600.0498223275528
33,601.7802032111613
34,609.8130623210358
35,627.3402309804874
36,641.490748240147
37,641.8304012962853
38,646.2590593935703
39,657.5297434729717
40,671.3696109122972
41,684.0572565662578
42,690.5150823461856
43,685.0583706192505
44,677.2388033014311
45,672.9287481772109
46,676.377172261859
47,672.6079893655096
48,665.6229858934383
49,663.3962445006658
50,648.596388136336
51,636.996410774076
