0,816.1702262005999
1,795.5155954229278
2,769.1032403483796
3,747.4500904431181
4,710.6702498802895
5,667.7554191203068
6,629.9687832352602
7,591.5575687919107
8,553.7027670795173
9,537.1462087719573
10,532.2594732294333
11,525.3151129763086
12,504.29146478745844
13,495.69033756895124
14,489.99633981187816
15,496.6256648358231
16,492.7551819169212
17,492.9302993344898
18,515.7492086349948
19,542.7499760702424
20,559.4305516842267
21,569.1182254627292
22,590.5072320894446
23,625.7438261154348
24,673.3875057716073
25,706.2370638167722
26,747.9078671208605
27,776.791000026014
28,809.0475949896836
29,822.1455670033419
30,859.8625595713621
31,902.958478178427
32,918.3650735670406
33,935.1963260960828
34,952.5119745339068
35,991.466797474234
36,1036.6610571721087
37,1044.4863242536353
38,1067.3713914999225
39,1105.6940013437081
40,1132.867052782589
41,1165.125673111675
42,1188.222415043688
43,1201.7053306874996
44,1197.1930404653915
45,1195.0345802889467
46,1201.3916167729587
47,1199.5607723983026
48,1206.7994715244995
49,1222.942506070128
50,1211.6024968858658
51,1204.4873017260973
