0,814.8984052016059
1,803.1042190770161
2,807.6792902509528
3,814.978524409853
4,796.7959315784893
5,773.3685197550612
6,752.1160008763179
7,739.2692867384545
8,718.2584882404431
9,719.4949070319952
10,733.3991757592199
11,736.6520568911424
12,715.9052460154693
13,697.7086743991442
14,692.3141885559356
15,697.0615817597757
16,676.2762605146315
17,655.6677950530492
18,658.8821150232592
19,671.4690491576741
20,676.7252420119129
21,673.8739544669032
22,670.724523275319
23,689.1983326036542
24,724.8484479749103
25,738.3704573106814
26,743.632101699856
27,775.4660524087114
28,786.3536684402013
29,776.7307157742972
30,798.5222025536106
31,830.2960473390001
32,841.4662484219571
33,848.4267211028273
34,854.4650211938826
35,879.5761772527658
36,901.8121884761619
37,907.28720158769
38,918.4540467393728
39,945.0805837906129
40,971.3824338120396
41,1000.0533695228684
42,1018.0461027072957
43,1017.4977192646433
44,1016.9481993867024
45,1023.7708518647629
46,1040.9340548731527
47,1054.0755163707481
48,1070.9835704011653
49,1089.233558300979
50,1078.5617892526968
51,1068.3002752339055
