0,838.0849533616531
1,818.3683178949768
2,804.5920583562798
3,792.6258301624647
4,758.9264984805857
5,717.3583402830054
6,675.2821152938626
7,642.2365803721107
8,619.371134590368
9,604.4147392279307
10,609.5699307883439
11,599.9101098166112
12,576.6693475133823
13,557.2883029074596
14,555.2830146511816
15,560.3752919173846
16,548.2498657165802
17,540.4654021221021
18,551.7848236293578
19,578.182633340217
20,594.6961764210681
21,600.759656287861
22,612.8336678878262
23,652.4311111643646
24,700.2953563650311
25,718.6135718478158
26,762.0208714765558
27,796.8989765077063
28,818.9313924531965
29,828.2433795350959
30,861.0429298627221
31,903.5966892234429
32,926.4689182935285
33,941.8735877589254
34,959.0875922087902
35,995.5106855740905
36,1031.1936402229132
37,1043.4067233251717
38,1061.987955428056
39,1095.2110012536664
40,1125.8509538487317
41,1165.3476633585353
42,1174.8520139649822
43,1176.1979541426829
44,1177.2723358701044
45,1185.4032226496752
46,1209.4195146878844
47,1215.4491600761294
48,1233.998704475866
49,1245.9009120665476
50,1231.6325431735286
51,1221.5719484509923
