0,405.51826034521355
1,397.473175676886
2,399.5916333164264
3,399.0708040772673
4,392.090553899298
5,380.8982291836612
6,370.9445452303971
7,365.17254554479086
8,359.19783415700664
9,356.64030219827646
10,363.30757945748326
11,364.62798106239404
12,356.70269801593594
13,352.44300384882524
14,350.14408596562737
15,354.6660605286012
16,340.01942560421537
17,331.47151673197936
18,337.8878723800358
19,342.5194733313069
20,342.71186519191104
21,341.4202084859296
22,339.46815752819936
23,349.7869773644628
24,366.8194249134764
25,372.1989627615859
26,374.81358213553926
27,380.6247045542069
28,385.17087582037874
29,384.4677014680344
30,392.08926731064827
31,401.17788062525557
32,404.3824334542061
33,402.5951419301102
34,405.6633958685148
35,415.51886761198796
36,427.2193196182432
37,420.6911375063766
38,421.386182042509
39,431.6674335301803
40,440.34449529155137
41,448.1299792909469
42,452.67002288670176
43,451.2167084905453
44,452.6542371267315
45,453.55313914562794
46,455.0932913282158
47,451.44934933408905
48,456.2248589509762
49,460.22104464326384
50,457.9495440288696
51,454.622785927028
