0,217.32557066047727
1,215.47656161048093
2,214.970357117988
3,217.43195608713296
4,214.49095052121834
5,213.11459703678193
6,211.10075838086655
7,205.90411586012723
8,199.24584060853024
9,197.8440412781706
10,201.27401086425937
11,198.67085679757537
12,196.83824404131337
13,191.39160515490812
14,189.6631973690054
15,187.36942494450005
16,177.57468057201197
17,171.9911807718172
18,169.0479039162789
19,167.92237847922954
20,163.13222741945697
21,157.99068938410002
22,153.60218784685242
23,152.46255793756515
24,153.4139711421451
25,153.47297607275982
26,139.3455483687898
27,135.27633817524173
28,134.86868088526413
29,130.95486093651402
30,128.9292133804273
31,125.61456771968986
32,122.68192073287199
33,118.64784575910474
34,114.31291821132841
35,111.98993832005812
36,111.98993832005812
37,105.43026766876258
38,101.60272872433538
39,97.927202046773
40,96.3918253802191
41,94.7619155918114
42,90.56845734005107
43,87.9734382353429
44,85.85308815460138
45,78.31212484791426
46,73.06130325898798
47,67.54632504301648
48,63.086693085489294
49,61.49651947877293
50,57.78475630198973
51,57.09097015569442
